Title,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Language,budget_max,Format
To All the Boys: P.S. I Still Love You,2020-02-12,101 min,"Comedy, Drama, Romance",3 wins & 4 nominations,54.0,6.0,"41,344",tt9354842,,English,0.0,netflix
Sonic the Hedgehog,2020-02-14,99 min,"Action, Adventure, Comedy",3 wins & 12 nominations,47.0,6.5,"144,508",tt3794354,148974665.0,"English, French, Persian",85000000.0,others
Fantasy Island,2020-02-14,109 min,"Fantasy, Horror, Mystery",5 nominations,22.0,4.9,"54,496",tt0983946,27309289.0,English,7000000.0,others
The Photograph,2020-02-14,106 min,"Drama, Romance",1 win & 3 nominations,62.0,6.1,"5,817",tt7798646,20578185.0,English,16000000.0,others
Downhill,2020-02-14,86 min,"Comedy, Drama",1 win & 2 nominations,49.0,4.9,"13,034",tt4558376,8287061.0,"English, German, Italian, Hindi",0.0,others
Spy Intervention,2020-02-14,93 min,"Action, Adventure, Comedy",,,3.9,"1,950",tt7369550,,English,0.0,others
The Kindness of Strangers,2020-02-14,112 min,Drama,4 nominations,32.0,6.5,"4,534",tt6515910,2705.0,English,0.0,others
The Call of the Wild,2020-02-21,100 min,"Adventure, Drama, Family",1 win & 7 nominations,48.0,6.7,"51,950",tt7504726,62342368.0,"English, French",109000000.0,others
Emma,1996-08-30,120 min,"Comedy, Drama, Romance",Won 1 Oscar. 3 wins & 7 nominations total,66.0,6.6,"40,088",tt0116191,22231658.0,English,0.0,others
The Last Thing He Wanted,2020-02-21,115 min,"Crime, Drama, Thriller",1 win & 1 nomination,35.0,4.3,"15,991",tt7456312,,"English, Spanish, French",0.0,netflix
Brahms: The Boy II,2020-02-21,86 min,"Drama, Horror, Mystery",2 nominations,29.0,4.7,"18,744",tt9173418,12611536.0,English,10000000.0,others
The Night Clerk,2020-02-21,90 min,"Crime, Drama, Mystery",,44.0,5.6,"16,841",tt7979142,,English,0.0,others
Impractical Jokers: The Movie,2020-02-28,92 min,Comedy,,39.0,5.8,"6,821",tt9208444,10691091.0,English,3000000.0,others
The Invisible Man,2020-02-28,124 min,"Drama, Horror, Mystery",43 wins & 84 nominations,72.0,7.1,"234,861",tt1051906,70410000.0,English,7000000.0,others
All the Bright Places,2020-02-28,107 min,"Drama, Romance",1 win,61.0,6.6,"34,194",tt3907584,,English,0.0,netflix
Wendy,2020-04-17,111 min,"Drama, Fantasy",6 nominations,55.0,5.7,"3,564",tt2420124,143518.0,English,5000000.0,others
Guns Akimbo,2020-02-28,98 min,"Action, Comedy, Crime",,42.0,6.3,"63,877",tt6902676,,"English, Spanish",0.0,others
Onward,2020-03-06,102 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 4 wins & 66 nominations total,61.0,7.4,"155,178",tt7146812,61555145.0,English,200000000.0,others
The Way Back,2011-01-21,133 min,"Adventure, Drama, History",Nominated for 1 Oscar. 4 wins & 5 nominations total,66.0,7.3,"118,717",tt1023114,2701859.0,"English, Russian, Polish, Tibetan, Mongolian",0.0,others
Spenser Confidential,2020-03-06,111 min,"Action, Comedy, Crime",2 nominations,49.0,6.2,"91,807",tt8629748,,"English, Hindi",0.0,netflix
The Banker,2020-03-20,120 min,"Biography, Drama",3 wins & 7 nominations,59.0,7.3,"30,671",tt6285944,,English,0.0,others
The Burnt Orange Heresy,2020-03-06,99 min,"Drama, Thriller",1 win & 1 nomination,57.0,6.1,"5,401",tt8342680,144201.0,English,0.0,others
Swallow,2020-06-05,94 min,"Drama, Thriller",16 wins & 22 nominations,65.0,6.5,"25,238",tt8372298,33419.0,"English, Arabic",0.0,netflix
First Cow,2020-07-10,122 min,"Drama, Western",28 wins & 161 nominations,89.0,7.1,"19,775",tt9231040,101068.0,"English, North American Indian, Russian, French, Hawaiian",0.0,others
Bloodshot,2020-03-13,109 min,"Action, Adventure, Sci-Fi",1 win & 7 nominations,44.0,5.7,"80,280",tt1634106,12561824.0,"English, Persian",42000000.0,others
The Hunt,2013-01-10,115 min,Drama,Nominated for 1 Oscar. 38 wins & 73 nominations total,77.0,8.3,"338,553",tt2106476,613308.0,"Danish, English, Polish",14000000.0,others
I Still Believe,2020-03-13,116 min,"Biography, Drama, Music",1 win & 2 nominations,41.0,6.4,"12,568",tt9779516,9868521.0,English,0.0,others
Lost Girls,2020-03-13,95 min,"Crime, Drama, Mystery",1 win,67.0,6.1,"22,875",tt3111426,,English,0.0,netflix
The Roads Not Taken,2020-03-13,85 min,Drama,2 nominations,42.0,5.2,"2,528",tt9411866,3518.0,English,0.0,others
Never Rarely Sometimes Always,2020-04-03,101 min,Drama,31 wins & 120 nominations,92.0,7.4,"29,578",tt7772582,16565.0,English,0.0,others
Big Time Adolescence,2020-03-13,91 min,"Comedy, Drama",1 nomination,64.0,6.9,"14,429",tt3824648,,English,0.0,others
Lost Transmissions,2020-03-13,105 min,Drama,4 wins & 2 nominations,51.0,5.1,"1,114",tt6744360,,English,0.0,others
Resistance,2020-03-27,120 min,"Biography, Drama, History",2 nominations,53.0,6.5,"7,904",tt6914122,7464.0,"English, German, Hebrew, Latin, Italian, French",0.0,others
Uncorked,2020-03-27,104 min,Drama,,62.0,6.4,"6,369",tt9261218,,"English, French",0.0,netflix
Vivarium,2020-03-27,97 min,"Horror, Mystery, Sci-Fi",3 wins & 10 nominations,64.0,5.8,"62,908",tt8368406,,English,3947600.0,others
Coffee,2004-09-04,10 min,"Short, Comedy, Romance",,,5.7,97,tt0421122,,English,0.0,others
Trolls World Tour Dance Party Edition,,94 min,Music,,,,,tt13238214,,English,,others
Love Wedding Repeat,2020-04-10,100 min,"Comedy, Romance",,41.0,5.5,"21,160",tt5096470,,English,0.0,netflix
The Main Event,1979-06-22,112 min,"Comedy, Romance, Sport",4 wins & 5 nominations,,5.5,"3,015",tt0079510,42800000.0,English,0.0,netflix
We Summon the Darkness,2020-04-10,91 min,"Horror, Music, Thriller",2 wins & 1 nomination,55.0,5.2,"11,097",tt8058874,60794.0,English,0.0,others
The Lost Husband,2020-04-10,109 min,"Drama, Romance",1 nomination,49.0,6.1,"5,141",tt4257940,,English,0.0,others
Corona Zombies,2020-04-10,61 min,"Comedy, Horror",2 nominations.,,2.5,689,tt12098392,,English,0.0,others
Sergio,2020-04-17,118 min,"Biography, Drama, History",1 win & 1 nomination,55.0,6.2,"10,352",tt8750570,,"English, Portuguese, Spanish, French",16000000.0,netflix
The Willoughbys,2020-04-22,90 min,"Animation, Adventure, Comedy",16 nominations,68.0,6.3,"20,091",tt5206260,,English,0.0,netflix
Extraction,2020-04-24,116 min,"Action, Thriller",4 wins & 15 nominations,56.0,6.7,"209,700",tt8936646,,"English, Hindi, Bengali",65000000.0,netflix
Braking for Whales,2020-04-24,103 min,"Comedy, Drama",,,4.9,484,tt2305326,,English,0.0,others
Bad Education,2005-02-11,106 min,"Crime, Drama",Nominated for 1 BAFTA Award16 wins & 42 nominations total,81.0,7.4,"61,496",tt0275491,5284284.0,"Spanish, Latin",0.0,others
Dangerous Lies,2020-04-30,96 min,Thriller,2 wins & 1 nomination,51.0,5.3,"17,773",tt10183816,,English,0.0,netflix
All Day and a Night,2020-05-01,121 min,Drama,2 nominations,60.0,6.0,"4,029",tt3993886,,English,0.0,netflix
The Wretched,2020-05-01,95 min,"Horror, Mystery",4 wins & 5 nominations,61.0,5.8,"18,091",tt8305806,1814193.0,English,0.0,others
The Half of It,2020-05-01,104 min,"Comedy, Drama, Romance",3 wins & 11 nominations,74.0,6.9,"39,660",tt9683478,,"Spanish, English, Mandarin, French, Hindi",0.0,netflix
Arkansas,2020-05-05,117 min,"Crime, Thriller",,55.0,6.0,"13,192",tt9139586,,English,0.0,others
Valley Girl,1983-04-29,99 min,"Comedy, Romance",,66.0,6.4,"16,555",tt0086525,17343596.0,English,0.0,others
Capone,2020-05-12,103 min,"Biography, Crime, Drama",1 nomination,46.0,4.7,"21,661",tt6199572,,"English, Italian, Spanish",20600000.0,others
The Wrong Missy,2020-05-13,90 min,"Comedy, Romance",5 nominations,33.0,5.7,"41,569",tt9619798,,English,0.0,netflix
Scoob!,2020-05-15,93 min,"Animation, Adventure, Comedy",3 nominations,43.0,5.6,"28,033",tt3152592,2188425.0,English,90000000.0,others
Blood and Money,2020-05-15,89 min,"Drama, Thriller",,40.0,5.2,"2,409",tt9248110,,English,475000.0,others
Body Cam,2020-05-18,96 min,"Action, Adventure, Crime",,37.0,5.3,"7,070",tt8179024,,English,0.0,others
The Lovebirds,2020-05-22,86 min,"Action, Comedy, Crime",2 wins & 3 nominations,59.0,6.1,"26,708",tt8851668,,English,0.0,netflix
Inheritance,2020-05-22,111 min,"Drama, Mystery, Thriller",,31.0,5.5,"17,079",tt7923220,,English,0.0,others
Survive the Night,2020-05-22,90 min,"Action, Drama, Thriller",1 nomination,26.0,4.0,"11,567",tt10303324,,English,0.0,others
The Wanting Mare,2021-02-05,89 min,"Drama, Fantasy, Mystery",2 wins,67.0,5.3,546,tt2267554,,English,0.0,others
The High Note,2020-05-29,113 min,"Drama, Music, Romance",1 win & 8 nominations,58.0,6.4,"12,442",tt9308382,,English,0.0,others
Shirley,2020-06-05,107 min,"Biography, Drama, Horror",4 wins & 25 nominations,76.0,6.1,"12,144",tt8430598,,English,0.0,others
The Last Days of American Crime,2020-06-05,148 min,"Action, Crime, Drama",,15.0,3.8,"11,891",tt1552211,,English,0.0,netflix
Becky,2020-06-05,93 min,"Action, Crime, Drama",1 win & 1 nomination,54.0,5.9,"18,046",tt10314450,1003700.0,English,0.0,others
Think Like a Dog,2020-07-06,91 min,"Comedy, Drama, Family",1 win,,5.2,"1,940",tt5929654,,English,0.0,others
Da 5 Bloods,2020-06-12,154 min,"Adventure, Drama, War",Nominated for 1 Oscar. 41 wins & 198 nominations total,82.0,6.5,"52,777",tt9777644,,"English, Finnish, French, Vietnamese",45000000.0,netflix
Artemis Fowl,2020-06-12,95 min,"Adventure, Family, Fantasy",2 nominations,31.0,4.2,"29,278",tt3089630,,"English, Italian",125000000.0,others
The King of Staten Island,2020-06-12,136 min,"Comedy, Drama",3 wins & 24 nominations,67.0,7.1,"71,383",tt9686708,,English,0.0,others
Sniper: Assassin's End,2020-06-16,95 min,"Action, Thriller",3 nominations.,,5.4,"1,536",tt12305696,,"English, Japanese",0.0,others
You Should Have Left,2020-06-18,93 min,"Horror, Thriller",,46.0,5.4,"22,965",tt8201852,,English,0.0,others
Wasp Network,2020-06-19,127 min,"Crime, Drama, Thriller",1 win & 3 nominations,54.0,5.9,"11,177",tt6760876,,"Spanish, English, Russian, Italian",0.0,others
Feel the Beat,2020-06-19,109 min,"Comedy, Drama, Family",1 win & 3 nominations,,6.3,"12,045",tt10714856,,English,0.0,netflix
7500,2020-06-18,93 min,"Action, Drama, Thriller",2 wins & 8 nominations,58.0,6.3,"30,260",tt6436726,,"English, German, Turkish, Arabic",0.0,others
Athlete A,2020-06-24,103 min,"Documentary, Crime, Sport",4 wins & 9 nominations,85.0,7.6,"11,629",tt11905462,,English,0.0,others
Eurovision Song Contest: The Story of Fire Saga,2020-06-26,123 min,"Comedy, Musical",Nominated for 1 Oscar. 6 wins & 28 nominations total,50.0,6.5,"96,934",tt8580274,,"English, Icelandic, Portuguese",0.0,netflix
Irresistible,2020-06-26,101 min,"Comedy, Drama",1 nomination,47.0,6.3,"21,822",tt9076562,,English,0.0,others
My Spy,2020-06-26,99 min,"Action, Comedy",,46.0,6.3,"32,042",tt8242084,,"English, French, Russian",0.0,others
We Bare Bears: The Movie,2020-06-30,69 min,"Animation, Adventure, Comedy",,,6.7,"2,194",tt10474606,,English,0.0,others
Hamilton,2020-07-03,160 min,"Biography, Drama, History",Won 2 Primetime Emmys. 19 wins & 46 nominations total,89.0,8.4,"99,468",tt8503618,,English,0.0,others
Relic,2020-07-10,89 min,"Drama, Horror, Mystery",5 wins & 27 nominations,77.0,6.0,"27,923",tt9072352,1047083.0,English,0.0,others
Desperados,2020-07-03,105 min,"Comedy, Romance",1 win,41.0,5.2,"10,716",tt1545304,,English,0.0,netflix
The Old Guard,2020-07-10,125 min,"Action, Thriller",5 wins & 24 nominations,70.0,6.6,"170,607",tt7556122,,"English, Arabic, French, Italian",70000000.0,netflix
Money Plane,2020-07-10,82 min,"Comedy, Crime, Thriller",,,3.2,"5,265",tt7286966,,English,838109.0,others
Greyhound,2020-07-10,91 min,"Action, Drama, History",Nominated for 1 Oscar. 1 win & 23 nominations total,64.0,7.0,"101,679",tt6048922,,English,50300000.0,others
Palm Springs,2020-07-10,90 min,"Comedy, Fantasy, Mystery",15 wins & 45 nominations,83.0,7.4,"166,180",tt9484998,164000.0,English,0.0,others
Fatal Affair,2020-07-16,89 min,Thriller,1 win,34.0,4.6,"6,343",tt11057594,,English,0.0,netflix
The Silencing,2020-07-18,93 min,"Action, Crime, Mystery",1 nomination,,6.2,"27,633",tt7149730,100746.0,English,0.0,others
A Nice Girl Like You,2020-07-17,94 min,"Comedy, Romance",,41.0,5.1,"5,941",tt3278540,,"English, French",6100000.0,others
Ghosts of War,2020-07-17,94 min,"Fantasy, Horror, Thriller",,38.0,5.6,"10,956",tt6508228,,English,0.0,others
Animal Crackers,1930-09-06,97 min,"Comedy, Family, Musical",2 nominations,77.0,7.4,"14,800",tt0020640,910015.0,English,,others
The Kissing Booth 2,2020-07-24,134 min,"Comedy, Romance",2 wins,39.0,5.7,"33,630",tt9784456,,English,0.0,netflix
The Rental,2020-07-24,88 min,"Drama, Horror, Mystery",5 nominations,62.0,5.7,"34,377",tt10003008,1637548.0,English,0.0,others
Deep Blue Sea 3,2020-07-29,100 min,"Action, Horror, Sci-Fi",,,4.7,"6,360",tt11946300,,English,5000000.0,others
Black Is King,2020-07-31,85 min,"Adventure, Drama, Fantasy",Won 1 Primetime Emmy. 2 wins & 9 nominations total,84.0,5.8,"9,072",tt12607910,,English,0.0,others
The Secret: Dare to Dream,2020-07-31,107 min,"Drama, Romance",2 nominations,32.0,6.5,"15,138",tt4411584,,English,21000000.0,others
Summerland,2020-07-31,99 min,"Drama, Romance, War",1 win,56.0,7.0,"7,884",tt6841122,58498.0,English,0.0,others
She Dies Tomorrow,2020-08-07,86 min,"Drama, Fantasy, Horror",8 nominations,80.0,5.1,"6,640",tt11614912,398663.0,English,0.0,others
An American Pickle,2020-08-06,88 min,"Comedy, Fantasy",1 win & 1 nomination,58.0,5.7,"24,780",tt9059704,,"English, Hebrew",0.0,others
The Tax Collector,2020-08-07,95 min,"Action, Crime, Drama",1 nomination,22.0,4.8,"14,400",tt8461224,1044212.0,"English, Spanish",30000000.0,others
Waiting for the Barbarians,2020-08-07,112 min,Drama,1 win & 3 nominations,52.0,5.9,"13,074",tt6149154,,English,0.0,others
Project Power,2020-08-14,113 min,"Action, Crime, Sci-Fi",2 wins & 7 nominations,51.0,6.0,"91,867",tt7550000,,"English, Spanish",0.0,netflix
Magic Camp,2020-08-14,100 min,"Comedy, Family, Fantasy",,,6.3,"4,596",tt3979300,,English,24000000.0,others
Spree,2020-08-14,93 min,"Comedy, Crime, Horror",5 nominations,42.0,5.9,"14,604",tt11394332,28771.0,English,0.0,others
Boys State,2020-08-14,109 min,Documentary,Won 1 Primetime Emmy. 17 wins & 26 nominations total,84.0,7.6,"5,321",tt11095742,,English,0.0,others
The One and Only Ivan,2020-08-21,95 min,"Adventure, Comedy, Drama",Nominated for 1 Oscar. 2 wins & 5 nominations total,58.0,6.5,"12,751",tt3661394,,English,0.0,others
Unhinged,2020-08-21,90 min,"Action, Thriller",1 nomination,40.0,6.0,"71,126",tt10059518,20831465.0,English,33000000.0,others
Tesla,2020-08-21,102 min,"Biography, Drama",1 win,67.0,5.1,"9,563",tt5259822,93147.0,"English, French",5000000.0,others
Cut Throat City,2020-08-21,123 min,"Action, Crime, Drama",,67.0,4.9,"2,962",tt3547306,855894.0,English,0.0,others
Words on Bathroom Walls,2020-08-21,110 min,"Drama, Romance",2 nominations,61.0,7.1,"11,441",tt8045906,2542518.0,English,0.0,others
Hard Kill,2020-08-21,98 min,"Action, Thriller",1 nomination,,3.0,"19,081",tt11656172,,English,0.0,others
Chemical Hearts,2020-08-21,93 min,"Drama, Romance",,57.0,6.3,"13,774",tt5843876,,English,0.0,others
Tenet,2020-09-03,150 min,"Action, Sci-Fi, Thriller",Won 1 Oscar. 50 wins & 137 nominations total,69.0,7.3,"523,027",tt6723592,58504105.0,"English, Russian, Ukrainian, Estonian, Norwegian, Hindi",205000000.0,others
Bill,2015-09-18,94 min,"Comedy, Family, History",,60.0,6.5,"2,882",tt2978576,,English,0.0,others
The New Mutants,2020-08-28,94 min,"Action, Horror, Mystery",4 nominations,43.0,5.3,"83,011",tt4682266,23852659.0,"English, Portuguese, Latin",67000000.0,others
The Personal History of David Copperfield,2020-08-28,119 min,"Comedy, Drama",Nominated for 1 BAFTA Award17 wins & 32 nominations total,77.0,6.4,"20,965",tt6439020,1876298.0,"English, French",15600000.0,others
I'm Thinking of Ending Things,2020-09-04,134 min,"Drama, Thriller",15 wins & 110 nominations,78.0,6.6,"90,698",tt7939766,,"English, Spanish",0.0,netflix
Phineas and Ferb the Movie: Candace Against the Universe,2020-08-28,86 min,"Animation, Adventure, Comedy",1 win & 4 nominations,77.0,7.1,"4,845",tt1817232,,English,,others
All Together Now,2020-08-28,92 min,Drama,,64.0,6.5,"4,719",tt3155342,,English,0.0,netflix
Rogue,2007-11-08,99 min,"Action, Drama, Horror",1 win & 4 nominations,,6.2,"31,725",tt0479528,10452.0,English,0.0,others
Centigrade,2020-08-28,89 min,"Drama, Thriller",,46.0,4.4,"3,156",tt8945942,16263.0,English,0.0,others
Fatima,2020-08-28,113 min,"Drama, War",,50.0,6.6,"3,602",tt2197936,,English,0.0,others
"Love, Guaranteed",2020-09-03,90 min,"Comedy, Romance",1 win & 3 nominations,39.0,5.6,"18,099",tt11100856,,English,0.0,netflix
Mulan,1998-06-19,87 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 17 wins & 21 nominations total,71.0,7.6,"296,144",tt0120762,120620254.0,"English, Mandarin",200000000.0,others
Critical Thinking,2020-09-04,117 min,Drama,,65.0,6.4,"2,272",tt7870102,,"English, Spanish",0.0,others
The Owners,2021-02-22,92 min,"Comedy, Crime, Horror",1 win & 2 nominations,54.0,4.9,"8,362",tt9806370,,English,0.0,others
Guest House,2020-09-04,84 min,Comedy,,,4.4,"2,344",tt10054316,,,0.0,others
The Babysitter: Killer Queen,2020-09-10,101 min,"Comedy, Horror",2 nominations.,22.0,5.8,"44,804",tt11024272,,English,0.0,netflix
Unpregnant,2020-09-10,103 min,"Comedy, Drama",2 wins & 4 nominations,61.0,6.5,"8,774",tt10556022,,English,0.0,others
The Devil All the Time,2020-09-10,138 min,"Crime, Drama, Thriller",3 nominations,55.0,7.1,"140,688",tt7395114,,English,0.0,others
The Broken Hearts Gallery,2020-09-11,109 min,"Comedy, Romance",1 win & 2 nominations,57.0,6.3,"9,432",tt2140571,4067442.0,English,0.0,others
I Met a Girl,2020-09-11,108 min,"Drama, Romance",1 nomination,,6.1,"1,381",tt9731360,,English,0.0,others
Rent-A-Pal,2020-09-11,108 min,"Horror, Thriller",2 wins & 4 nominations,61.0,6.3,"5,078",tt12274228,30901.0,English,0.0,others
The Secrets We Keep,2020-09-16,97 min,"Drama, Thriller",,48.0,5.8,"6,451",tt9252488,207928.0,English,7200000.0,others
Antebellum,2020-09-18,105 min,"Drama, Horror, Mystery",3 wins & 11 nominations,43.0,5.8,"28,233",tt10065694,,English,15000000.0,others
The Nest,2020-09-18,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,137886.0,English,0.0,others
Blackbird,2020-09-18,97 min,Drama,1 win & 1 nomination,53.0,6.6,"5,166",tt8717446,,English,0.0,others
Killian,2018-01-01,,"Short, Sci-Fi",,,,,tt7509158,,English,,others
Enola Holmes,2020-09-23,123 min,"Action, Adventure, Crime",4 wins & 11 nominations,68.0,6.6,"200,857",tt7846844,,English,21000000.0,others
The Trial of the Chicago 7,2020-10-16,129 min,"Drama, History, Thriller",Nominated for 6 Oscars. 58 wins & 191 nominations total,76.0,7.7,"182,304",tt1070874,,"English, Latin, French",35000000.0,netflix
Ava,2020-09-25,96 min,"Action, Drama, Thriller",,39.0,5.4,"58,304",tt8784956,497747.0,"English, German, French, Chinese",0.0,others
Kajillionaire,2020-09-25,104 min,"Comedy, Crime, Drama",5 wins & 12 nominations,78.0,6.4,"20,268",tt8143990,531430.0,English,0.0,others
The Last Shift,2020-09-25,90 min,"Comedy, Drama",1 win & 1 nomination,58.0,5.7,"3,780",tt10661180,1034467.0,English,0.0,others
Secret Society of Second Born Royals,2020-09-25,99 min,"Action, Adventure, Comedy",4 nominations,34.0,4.9,"5,661",tt10324122,,English,0.0,others
She's in Portland,,101 min,"Comedy, Drama",,,5.7,606,tt7174660,,English,,others
Sightless,2020-09-28,89 min,"Drama, Thriller",,,5.5,"9,266",tt10303430,,"English, Spanish, French",0.0,others
The Boys in the Band,2020-09-30,121 min,Drama,1 win & 5 nominations,70.0,6.8,"16,517",tt10199914,,English,0.0,netflix
The Glorias,2020-09-30,147 min,"Biography, Drama, History",5 nominations,58.0,5.9,"3,422",tt7435316,,English,0.0,others
On the Rocks,2020-10-23,96 min,"Comedy, Drama, Romance",2 wins & 40 nominations,73.0,6.4,"33,591",tt9606374,,English,0.0,others
Spontaneous,2020-10-02,101 min,"Comedy, Drama, Horror",1 win & 2 nominations,78.0,6.5,"16,001",tt5774062,,English,0.0,others
Vampires vs. the Bronx,2020-10-02,85 min,"Comedy, Horror",,76.0,5.7,"10,479",tt8976576,,"English, Spanish",0.0,netflix
Possessor,2020-10-02,103 min,"Horror, Mystery, Sci-Fi",15 wins & 39 nominations,72.0,6.5,"39,873",tt5918982,752885.0,English,,others
Death of Me,2020-10-02,94 min,"Horror, Mystery, Thriller",,31.0,4.4,"6,761",tt1830643,,"English, Thai",0.0,others
The Call,2013-03-15,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,51872378.0,English,100.0,netflix
American Pie Presents: Girls' Rules,2020-10-06,95 min,Comedy,,,3.8,"6,121",tt11771594,,English,0.0,others
The Lie,2020-10-06,97 min,"Drama, Thriller",1 win,45.0,5.8,"18,127",tt7945440,,English,0.0,others
Black Box,2020-10-06,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,English,10722240.0,others
Hubie Halloween,2020-10-07,103 min,"Comedy, Mystery",6 nominations,53.0,5.2,"53,192",tt10682266,,English,14000000.0,netflix
Books of Blood,2020-10-07,107 min,"Drama, Horror, Mystery",,42.0,5.6,"8,358",tt11242218,,English,0.0,others
Charm City Kings,2020-10-08,125 min,Drama,1 win & 3 nominations,62.0,6.6,"2,693",tt9048840,,English,0.0,others
The War with Grandpa,2020-10-09,94 min,"Comedy, Drama, Family",1 win,34.0,5.6,"22,282",tt4532038,21277892.0,English,18000000.0,others
A Rainy Day in New York,2020-11-10,92 min,"Comedy, Romance",3 wins,38.0,6.5,"46,426",tt7139936,,English,25000000.0,others
Yellow Rose,2020-10-09,94 min,"Drama, Music",14 wins & 2 nominations,70.0,6.5,"1,227",tt6862538,367849.0,English,0.0,others
Nocturne,2020-10-13,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,English,350000.0,others
Evil Eye,2020-10-13,90 min,"Horror, Mystery, Thriller",1 win & 1 nomination,54.0,4.8,"3,919",tt12882620,,"English, Hindi",1704500.0,others
A Babysitter's Guide to Monster Hunting,2020-10-15,98 min,"Comedy, Family, Fantasy",2 wins & 2 nominations,31.0,5.4,"4,478",tt4844150,,English,0.0,netflix
Love and Monsters,2020-10-16,109 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 1 win & 4 nominations total,63.0,6.9,"132,892",tt2222042,1070714.0,English,30000000.0,others
Honest Thief,2020-10-16,99 min,"Action, Thriller",1 nomination,46.0,6.0,"52,990",tt1838556,14163574.0,"English, Spanish, German",0.0,others
Clouds,2020-10-16,121 min,"Biography, Drama, Music",2 wins & 2 nominations,55.0,7.5,"10,841",tt6473066,,English,0.0,others
The Devil Has a Name,2020-10-16,97 min,"Drama, Thriller",,50.0,5.5,"1,264",tt7894510,,English,0.0,others
The Kid Detective,2020-10-16,100 min,"Comedy, Drama, Mystery",5 nominations,74.0,7.0,"20,155",tt8980602,364138.0,English,0.0,others
Alone,2020-09-18,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,537589.0,English,10000.0,others
2 Hearts,2020-10-16,101 min,"Drama, Romance",,29.0,6.3,"6,575",tt5616176,1349286.0,English,0.0,others
The Opening Act,2020-10-16,90 min,Comedy,,,6.0,"1,109",tt8633748,,English,0.0,others
Tremors: Shrieker Island,2020-10-20,103 min,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",,,5.5,"3,197",tt8322060,,English,0.0,others
The Witches,1990-08-24,91 min,"Adventure, Comedy, Family",Nominated for 1 BAFTA Award3 wins & 8 nominations total,78.0,6.8,"51,952",tt0100944,10360553.0,English,0.0,others
Over the Moon,2020-10-23,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 3 wins & 61 nominations total,60.0,6.3,"23,483",tt7488208,,"English, Chinese, Hindi",0.0,netflix
Borat Subsequent Moviefilm,2020-10-23,95 min,Comedy,Nominated for 2 Oscars. 38 wins & 64 nominations total,68.0,6.6,"144,633",tt13143964,,"English, Bulgarian, Hebrew, Romanian, Croatian",0.0,others
After We Collided,2020-10-23,105 min,"Drama, Romance",1 win,14.0,5.0,"33,837",tt10362466,2386483.0,"English, Chinese",0.0,others
The Empty Man,2020-10-23,137 min,"Drama, Horror, Mystery",1 nomination,,6.2,"32,400",tt5867314,2992948.0,English,16000000.0,others
Synchronic,2020-10-23,102 min,"Drama, Horror, Mystery",6 nominations,64.0,6.2,"33,844",tt9016974,636673.0,"English, Spanish",0.0,others
Bad Hair,2020-10-23,102 min,"Comedy, Horror, Music",1 win & 3 nominations,61.0,5.6,"3,936",tt4798836,,,0.0,others
Friendsgiving,2020-10-23,95 min,"Comedy, Drama",1 nomination,,4.4,"3,381",tt8431078,,English,0.0,others
The Craft: Legacy,2020-10-28,97 min,"Drama, Fantasy, Horror",1 win & 1 nomination,54.0,4.5,"14,661",tt4685762,,English,18000000.0,others
Holidate,2020-10-28,104 min,"Comedy, Romance",1 win,44.0,6.1,"71,163",tt9866072,,"English, Mandarin",0.0,netflix
Come Play,2020-10-30,96 min,"Drama, Horror, Mystery",1 nomination,58.0,5.7,"15,765",tt8004664,10475990.0,English,9000000.0,others
His House,2020-10-30,93 min,"Drama, Horror, Thriller",Won 1 BAFTA Award8 wins & 37 nominations total,72.0,6.5,"43,955",tt8508734,,"English, Dinka",0.0,netflix
Spell,2020-10-30,91 min,"Horror, Thriller",,38.0,5.5,"9,051",tt10736580,500104.0,English,0.0,others
Jungleland,2020-11-06,90 min,Drama,1 nomination,53.0,6.2,"6,578",tt8710596,,English,0.0,others
Let Him Go,2020-11-06,113 min,"Crime, Drama, Thriller",3 wins & 3 nominations,63.0,6.7,"30,132",tt9340860,9358025.0,"English, Ukrainian",0.0,others
The Informer,2019-08-30,113 min,"Action, Crime, Drama",1 nomination,61.0,6.6,"39,116",tt1833116,300460.0,"English, Polish, Spanish",60000000.0,others
The Dark and the Wicked,2020-11-06,95 min,Horror,3 wins & 11 nominations,72.0,6.1,"18,774",tt10229558,157252.0,English,0.0,others
Hillbilly Elegy,2020-11-24,116 min,Drama,Nominated for 2 Oscars. 5 wins & 33 nominations total,38.0,6.7,"43,962",tt6772802,,English,0.0,netflix
